Máximo;Mínimo            ;Media           ;Fecha máximo                    ;Fecha mínimo;fecha         
55  ;45                ;50              ;2015-08-23 19:45:00             ;2015-08-23 01:15:00;2015-08-23 00:00:00
61  ;53                ;57              ;2015-08-24 12:45:00             ;2015-08-24 02:15:00;2015-08-24 00:00:00
63  ;55                ;59              ;2015-08-25 12:00:00             ;2015-08-25 02:30:00;2015-08-25 00:00:00
59  ;55                ;57              ;2015-08-26 19:00:00             ;2015-08-26 02:15:00;2015-08-26 00:00:00
59  ;53                ;55              ;2015-08-27 00:00:00             ;2015-08-27 19:45:00;2015-08-27 00:00:00
55  ;53                ;54              ;2015-08-28 11:00:00             ;2015-08-28 00:00:00;2015-08-28 00:00:00
53  ;49                ;51              ;2015-08-29 00:00:00             ;2015-08-29 14:30:00;2015-08-29 00:00:00
55  ;49                ;52              ;2015-08-30 17:45:00             ;2015-08-30 11:45:00;2015-08-30 00:00:00
57  ;53                ;56              ;2015-08-31 00:30:00             ;2015-08-31 13:30:00;2015-08-31 00:00:00
59  ;51                ;55              ;2015-09-01 19:45:00             ;2015-09-01 06:00:00;2015-09-01 00:00:00
105 ;55                ;70              ;2015-09-02 23:45:00             ;2015-09-02 02:15:00;2015-09-02 00:00:00
122 ;104,6             ;113             ;2015-09-03 08:00:00             ;2015-09-03 00:00:00;2015-09-03 00:00:00
115 ;104,6             ;112             ;2015-09-04 03:45:00             ;2015-09-04 22:45:00;2015-09-04 00:00:00
112 ;97,4              ;106             ;2015-09-05 05:30:00             ;2015-09-05 19:45:00;2015-09-05 00:00:00
102 ;95                ;98              ;2015-09-06 11:00:00             ;2015-09-06 01:00:00;2015-09-06 00:00:00
97  ;85,4              ;93              ;2015-09-07 05:45:00             ;2015-09-07 22:45:00;2015-09-07 00:00:00
85  ;72                ;80              ;2015-09-08 00:00:00             ;2015-09-08 21:45:00;2015-09-08 00:00:00
72  ;63,2              ;68              ;2015-09-09 12:00:00             ;2015-09-09 19:00:00;2015-09-09 00:00:00
63  ;59                ;62              ;2015-09-10 00:00:00             ;2015-09-10 16:45:00;2015-09-10 00:00:00
61  ;57                ;59              ;2015-09-11 18:00:00             ;2015-09-11 01:00:00;2015-09-11 00:00:00
61  ;57                ;59              ;2015-09-12 17:45:00             ;2015-09-12 10:15:00;2015-09-12 00:00:00
70  ;61                ;65              ;2015-09-13 14:45:00             ;2015-09-13 00:00:00;2015-09-13 00:00:00
90  ;67,6              ;79              ;2015-09-14 12:45:00             ;2015-09-14 03:15:00;2015-09-14 00:00:00
83  ;67,6              ;77              ;2015-09-15 00:00:00             ;2015-09-15 23:15:00;2015-09-15 00:00:00
74  ;67,6              ;70              ;2015-09-16 14:30:00             ;2015-09-16 00:00:00;2015-09-16 00:00:00
72  ;67,6              ;71              ;2015-09-17 01:30:00             ;2015-09-17 23:30:00;2015-09-17 00:00:00
70  ;61                ;66              ;2015-09-18 02:00:00             ;2015-09-18 19:15:00;2015-09-18 00:00:00
70  ;59                ;65              ;2015-09-19 14:15:00             ;2015-09-19 02:00:00;2015-09-19 00:00:00
68  ;61                ;63              ;2015-09-20 00:00:00             ;2015-09-20 12:30:00;2015-09-20 00:00:00
68  ;61                ;63              ;2015-09-21 13:15:00             ;2015-09-21 00:00:00;2015-09-21 00:00:00
65  ;61                ;64              ;2015-09-22 01:45:00             ;2015-09-22 18:15:00;2015-09-22 00:00:00
61  ;55                ;58              ;2015-09-23 00:00:00             ;2015-09-23 10:15:00;2015-09-23 00:00:00
59  ;57                ;59              ;2015-09-24 00:00:00             ;2015-09-24 09:15:00;2015-09-24 00:00:00
59  ;55                ;58              ;2015-09-25 00:00:00             ;2015-09-25 09:30:00;2015-09-25 00:00:00
59  ;55                ;57              ;2015-09-26 00:00:00             ;2015-09-26 02:30:00;2015-09-26 00:00:00
63  ;59                ;60              ;2015-09-27 21:45:00             ;2015-09-27 00:00:00;2015-09-27 00:00:00
65  ;63,2              ;64              ;2015-09-28 08:00:00             ;2015-09-28 00:00:00;2015-09-28 00:00:00
61  ;55                ;59              ;2015-09-29 00:00:00             ;2015-09-29 23:00:00;2015-09-29 00:00:00
61  ;53                ;57              ;2015-09-30 13:30:00             ;2015-09-30 04:00:00;2015-09-30 00:00:00
59  ;53                ;57              ;2015-10-01 00:00:00             ;2015-10-01 10:45:00;2015-10-01 00:00:00
79  ;59                ;73              ;2015-10-02 10:15:00             ;2015-10-02 00:00:00;2015-10-02 00:00:00
72  ;63,2              ;65              ;2015-10-03 00:00:00             ;2015-10-03 05:30:00;2015-10-03 00:00:00
68  ;65,4              ;67              ;2015-10-04 11:30:00             ;2015-10-04 00:00:00;2015-10-04 00:00:00
72  ;67,6              ;70              ;2015-10-05 07:45:00             ;2015-10-05 00:00:00;2015-10-05 00:00:00
72  ;65,4              ;70              ;2015-10-06 07:00:00             ;2015-10-06 22:30:00;2015-10-06 00:00:00
68  ;61                ;65              ;2015-10-07 13:15:00             ;2015-10-07 10:30:00;2015-10-07 00:00:00
65  ;63,2              ;65              ;2015-10-08 00:00:00             ;2015-10-08 07:00:00;2015-10-08 00:00:00
68  ;63,2              ;64              ;2015-10-09 22:15:00             ;2015-10-09 01:45:00;2015-10-09 00:00:00
70  ;63,2              ;67              ;2015-10-10 21:30:00             ;2015-10-10 11:30:00;2015-10-10 00:00:00
76  ;67,6              ;71              ;2015-10-11 21:00:00             ;2015-10-11 09:00:00;2015-10-11 00:00:00
83  ;69,8              ;76              ;2015-10-12 21:15:00             ;2015-10-12 20:00:00;2015-10-12 00:00:00
81  ;74,2              ;77              ;2015-10-13 13:45:00             ;2015-10-13 00:00:00;2015-10-13 00:00:00
93  ;69,8              ;79              ;2015-10-14 22:45:00             ;2015-10-14 04:15:00;2015-10-14 00:00:00
93  ;76,4              ;84              ;2015-10-15 00:30:00             ;2015-10-15 21:15:00;2015-10-15 00:00:00
76  ;67,6              ;74              ;2015-10-16 00:00:00             ;2015-10-16 22:00:00;2015-10-16 00:00:00
68  ;63,2              ;64              ;2015-10-17 00:00:00             ;2015-10-17 04:15:00;2015-10-17 00:00:00
63  ;59                ;60              ;2015-10-18 00:00:00             ;2015-10-18 07:15:00;2015-10-18 00:00:00
61  ;59                ;61              ;2015-10-19 00:45:00             ;2015-10-19 00:00:00;2015-10-19 00:00:00
72  ;61                ;68              ;2015-10-20 17:45:00             ;2015-10-20 00:00:00;2015-10-20 00:00:00
72  ;67,6              ;69              ;2015-10-21 20:45:00             ;2015-10-21 00:30:00;2015-10-21 00:00:00
74  ;67,6              ;70              ;2015-10-22 19:45:00             ;2015-10-22 05:30:00;2015-10-22 00:00:00
72  ;63,2              ;67              ;2015-10-23 00:00:00             ;2015-10-23 07:45:00;2015-10-23 00:00:00
76  ;72                ;75              ;2015-10-24 13:15:00             ;2015-10-24 00:00:00;2015-10-24 00:00:00
95  ;72                ;83              ;2015-10-25 18:30:00             ;2015-10-25 12:15:00;2015-10-25 00:00:00
97  ;76,4              ;87              ;2015-10-26 07:30:00             ;2015-10-26 21:45:00;2015-10-26 00:00:00
79  ;76,4              ;76              ;2015-10-27 13:00:00             ;2015-10-27 00:00:00;2015-10-27 00:00:00
76  ;69,8              ;73              ;2015-10-28 00:00:00             ;2015-10-28 13:30:00;2015-10-28 00:00:00
76  ;69,8              ;72              ;2015-10-29 10:30:00             ;2015-10-29 00:00:00;2015-10-29 00:00:00
79  ;69,8              ;76              ;2015-10-30 09:30:00             ;2015-10-30 00:00:00;2015-10-30 00:00:00
79  ;74,2              ;78              ;2015-10-31 00:00:00             ;2015-10-31 11:30:00;2015-10-31 00:00:00
79  ;69,8              ;74              ;2015-11-01 00:00:00             ;2015-11-01 11:15:00;2015-11-01 00:00:00
120 ;69,8              ;81              ;2015-11-02 14:45:00             ;2015-11-02 00:00:00;2015-11-02 00:00:00
138 ;87,8              ;113             ;2015-11-03 23:15:00             ;2015-11-03 00:00:00;2015-11-03 00:00:00
143 ;114,5             ;127             ;2015-11-04 02:30:00             ;2015-11-04 18:30:00;2015-11-04 00:00:00
115 ;99,8              ;109             ;2015-11-05 00:00:00             ;2015-11-05 22:30:00;2015-11-05 00:00:00
110 ;99,8              ;105             ;2015-11-06 08:00:00             ;2015-11-06 00:00:00;2015-11-06 00:00:00
102 ;95                ;99              ;2015-11-07 03:30:00             ;2015-11-07 18:00:00;2015-11-07 00:00:00
95  ;90,2              ;93              ;2015-11-08 00:00:00             ;2015-11-08 23:45:00;2015-11-08 00:00:00
90  ;83                ;85              ;2015-11-09 00:00:00             ;2015-11-09 08:30:00;2015-11-09 00:00:00
83  ;78,6              ;79              ;2015-11-10 00:00:00             ;2015-11-10 05:30:00;2015-11-10 00:00:00
81  ;76,4              ;78              ;2015-11-11 18:30:00             ;2015-11-11 03:45:00;2015-11-11 00:00:00
81  ;76,4              ;79              ;2015-11-12 00:00:00             ;2015-11-12 08:30:00;2015-11-12 00:00:00
81  ;74,2              ;77              ;2015-11-13 00:00:00             ;2015-11-13 22:00:00;2015-11-13 00:00:00
76  ;72                ;74              ;2015-11-14 02:30:00             ;2015-11-14 11:30:00;2015-11-14 00:00:00
76  ;67,6              ;73              ;2015-11-15 10:15:00             ;2015-11-15 19:15:00;2015-11-15 00:00:00
74  ;67,6              ;71              ;2015-11-16 16:00:00             ;2015-11-16 00:00:00;2015-11-16 00:00:00
72  ;67,6              ;70              ;2015-11-17 10:00:00             ;2015-11-17 00:45:00;2015-11-17 00:00:00
68  ;67,6              ;68              ;2015-11-18 00:00:00             ;2015-11-18 00:00:00;2015-11-18 00:00:00
70  ;67,6              ;69              ;2015-11-19 12:15:00             ;2015-11-19 00:00:00;2015-11-19 00:00:00
70  ;65,4              ;67              ;2015-11-20 00:00:00             ;2015-11-20 14:15:00;2015-11-20 00:00:00
72  ;65,4              ;68              ;2015-11-21 09:00:00             ;2015-11-21 00:00:00;2015-11-21 00:00:00
74  ;65,4              ;69              ;2015-11-22 22:15:00             ;2015-11-22 00:00:00;2015-11-22 00:00:00
112 ;65,4              ;74              ;2015-11-23 23:30:00             ;2015-11-23 08:00:00;2015-11-23 00:00:00
163 ;114,5             ;142             ;2015-11-24 23:00:00             ;2015-11-24 00:00:00;2015-11-24 00:00:00
166 ;134,8             ;151             ;2015-11-25 01:00:00             ;2015-11-25 22:00:00;2015-11-25 00:00:00
185 ;122               ;134             ;2015-11-26 23:45:00             ;2015-11-26 13:00:00;2015-11-26 00:00:00
571 ;191,25            ;433             ;2015-11-27 21:00:00             ;2015-11-27 00:00:00;2015-11-27 00:00:00
571 ;340,2             ;446             ;2015-11-28 00:00:00             ;2015-11-28 23:45:00;2015-11-28 00:00:00
340 ;311,133           ;320             ;2015-11-29 00:00:00             ;2015-11-29 14:00:00;2015-11-29 00:00:00
311 ;282,067           ;301             ;2015-11-30 00:00:00             ;2015-11-30 23:15:00;2015-11-30 00:00:00
282 ;194,5             ;245             ;2015-12-01 00:00:00             ;2015-12-01 23:30:00;2015-12-01 00:00:00
191 ;168,4             ;175             ;2015-12-02 00:00:00             ;2015-12-02 23:45:00;2015-12-02 00:00:00
168 ;143,2             ;152             ;2015-12-03 00:00:00             ;2015-12-03 20:00:00;2015-12-03 00:00:00
140 ;127               ;135             ;2015-12-04 00:00:00             ;2015-12-04 14:45:00;2015-12-04 00:00:00
132 ;109,5             ;122             ;2015-12-05 00:00:00             ;2015-12-05 20:45:00;2015-12-05 00:00:00
117 ;107               ;111             ;2015-12-06 03:00:00             ;2015-12-06 11:15:00;2015-12-06 00:00:00
110 ;99,8              ;105             ;2015-12-07 00:00:00             ;2015-12-07 22:30:00;2015-12-07 00:00:00
100 ;87,8              ;92              ;2015-12-08 00:00:00             ;2015-12-08 11:30:00;2015-12-08 00:00:00
90  ;85,4              ;90              ;2015-12-09 00:00:00             ;2015-12-09 22:15:00;2015-12-09 00:00:00
85  ;80,8              ;83              ;2015-12-10 00:00:00             ;2015-12-10 15:30:00;2015-12-10 00:00:00
85  ;80,8              ;83              ;2015-12-11 00:00:00             ;2015-12-11 13:00:00;2015-12-11 00:00:00
83  ;80,8              ;82              ;2015-12-12 00:00:00             ;2015-12-12 10:15:00;2015-12-12 00:00:00
85  ;78,6              ;82              ;2015-12-13 18:30:00             ;2015-12-13 10:00:00;2015-12-13 00:00:00
83  ;78,6              ;81              ;2015-12-14 00:00:00             ;2015-12-14 16:30:00;2015-12-14 00:00:00
79  ;67,6              ;76              ;2015-12-15 00:00:00             ;2015-12-15 23:45:00;2015-12-15 00:00:00
72  ;63,2              ;67              ;2015-12-16 11:00:00             ;2015-12-16 19:15:00;2015-12-16 00:00:00
65  ;61                ;63              ;2015-12-17 10:15:00             ;2015-12-17 00:45:00;2015-12-17 00:00:00
65  ;63,2              ;64              ;2015-12-18 19:30:00             ;2015-12-18 00:00:00;2015-12-18 00:00:00
65  ;63,2              ;63              ;2015-12-19 00:00:00             ;2015-12-19 00:15:00;2015-12-19 00:00:00
63  ;61                ;62              ;2015-12-20 00:00:00             ;2015-12-20 11:45:00;2015-12-20 00:00:00
61  ;59                ;61              ;2015-12-21 00:00:00             ;2015-12-21 23:15:00;2015-12-21 00:00:00
59  ;55                ;56              ;2015-12-22 00:00:00             ;2015-12-22 11:00:00;2015-12-22 00:00:00
59  ;51                ;55              ;2015-12-23 15:15:00             ;2015-12-23 04:30:00;2015-12-23 00:00:00
59  ;49                ;55              ;2015-12-24 15:45:00             ;2015-12-24 07:15:00;2015-12-24 00:00:00
59  ;59                ;59              ;2015-12-25 00:00:00             ;2015-12-25 00:00:00;2015-12-25 00:00:00
63  ;59                ;62              ;2015-12-26 11:15:00             ;2015-12-26 00:00:00;2015-12-26 00:00:00
63  ;59                ;61              ;2015-12-27 00:00:00             ;2015-12-27 21:15:00;2015-12-27 00:00:00
59  ;59                ;59              ;2015-12-28 00:00:00             ;2015-12-28 00:00:00;2015-12-28 00:00:00
59  ;55                ;57              ;2015-12-29 00:00:00             ;2015-12-29 04:00:00;2015-12-29 00:00:00
59  ;49                ;53              ;2015-12-30 00:00:00             ;2015-12-30 10:15:00;2015-12-30 00:00:00
55  ;49                ;51              ;2015-12-31 23:30:00             ;2015-12-31 02:00:00;2015-12-31 00:00:00
65  ;55                ;61              ;2016-01-01 20:30:00             ;2016-01-01 00:00:00;2016-01-01 00:00:00
63  ;63,2              ;63              ;2016-01-02 00:00:00             ;2016-01-02 00:00:00;2016-01-02 00:00:00
63  ;59                ;61              ;2016-01-03 00:00:00             ;2016-01-03 11:00:00;2016-01-03 00:00:00
74  ;63,2              ;70              ;2016-01-04 17:30:00             ;2016-01-04 00:00:00;2016-01-04 00:00:00
171 ;67,6              ;90              ;2016-01-05 23:45:00             ;2016-01-05 01:45:00;2016-01-05 00:00:00
300 ;176,8             ;263             ;2016-01-06 17:45:00             ;2016-01-06 00:00:00;2016-01-06 00:00:00
297 ;230,25            ;259             ;2016-01-07 00:00:00             ;2016-01-07 23:45:00;2016-01-07 00:00:00
230 ;191,25            ;204             ;2016-01-08 00:00:00             ;2016-01-08 16:30:00;2016-01-08 00:00:00
204 ;182,4             ;189             ;2016-01-09 22:45:00             ;2016-01-09 07:00:00;2016-01-09 00:00:00
204 ;182,4             ;191             ;2016-01-10 00:00:00             ;2016-01-10 14:45:00;2016-01-10 00:00:00
191 ;176,8             ;187             ;2016-01-11 03:30:00             ;2016-01-11 22:45:00;2016-01-11 00:00:00
340 ;179,6             ;244             ;2016-01-12 23:45:00             ;2016-01-12 00:00:00;2016-01-12 00:00:00
407 ;343,833           ;395             ;2016-01-13 08:30:00             ;2016-01-13 00:00:00;2016-01-13 00:00:00
398 ;285,7             ;334             ;2016-01-14 00:00:00             ;2016-01-14 23:45:00;2016-01-14 00:00:00
286 ;230,25            ;257             ;2016-01-15 00:00:00             ;2016-01-15 23:15:00;2016-01-15 00:00:00
243 ;220,5             ;230             ;2016-01-16 23:00:00             ;2016-01-16 04:15:00;2016-01-16 00:00:00
333 ;243,25            ;296             ;2016-01-17 20:00:00             ;2016-01-17 00:00:00;2016-01-17 00:00:00
329 ;296,6             ;312             ;2016-01-18 00:00:00             ;2016-01-18 23:15:00;2016-01-18 00:00:00
297 ;267,533           ;277             ;2016-01-19 00:00:00             ;2016-01-19 20:00:00;2016-01-19 00:00:00
293 ;267,533           ;285             ;2016-01-20 13:30:00             ;2016-01-20 00:00:00;2016-01-20 00:00:00
289 ;260,267           ;277             ;2016-01-21 00:00:00             ;2016-01-21 22:00:00;2016-01-21 00:00:00
257 ;233,5             ;247             ;2016-01-22 00:00:00             ;2016-01-22 23:15:00;2016-01-22 00:00:00
234 ;217,25            ;227             ;2016-01-23 00:00:00             ;2016-01-23 20:15:00;2016-01-23 00:00:00
217 ;207,5             ;212             ;2016-01-24 00:00:00             ;2016-01-24 13:00:00;2016-01-24 00:00:00
208 ;194,5             ;201             ;2016-01-25 00:00:00             ;2016-01-25 22:30:00;2016-01-25 00:00:00
195 ;168,4             ;180             ;2016-01-26 00:00:00             ;2016-01-26 23:30:00;2016-01-26 00:00:00
180 ;168,4             ;176             ;2016-01-27 08:30:00             ;2016-01-27 00:00:00;2016-01-27 00:00:00
174 ;154,4             ;165             ;2016-01-28 00:00:00             ;2016-01-28 13:45:00;2016-01-28 00:00:00
163 ;154,4             ;157             ;2016-01-29 11:45:00             ;2016-01-29 01:30:00;2016-01-29 00:00:00
157 ;151,6             ;155             ;2016-01-30 10:15:00             ;2016-01-30 22:15:00;2016-01-30 00:00:00
152 ;134,8             ;145             ;2016-01-31 00:00:00             ;2016-01-31 23:00:00;2016-01-31 00:00:00
135 ;119,5             ;125             ;2016-02-01 00:00:00             ;2016-02-01 21:45:00;2016-02-01 00:00:00
120 ;114,5             ;118             ;2016-02-02 00:00:00             ;2016-02-02 22:45:00;2016-02-02 00:00:00
125 ;114,5             ;122             ;2016-02-03 07:30:00             ;2016-02-03 00:00:00;2016-02-03 00:00:00
120 ;114,5             ;118             ;2016-02-04 00:00:00             ;2016-02-04 23:30:00;2016-02-04 00:00:00
127 ;112               ;117             ;2016-02-05 23:30:00             ;2016-02-05 05:00:00;2016-02-05 00:00:00
143 ;127               ;138             ;2016-02-06 18:45:00             ;2016-02-06 00:00:00;2016-02-06 00:00:00
166 ;140,4             ;150             ;2016-02-07 13:30:00             ;2016-02-07 00:00:00;2016-02-07 00:00:00
163 ;140,4             ;148             ;2016-02-08 00:00:00             ;2016-02-08 19:15:00;2016-02-08 00:00:00
154 ;140,4             ;147             ;2016-02-09 13:30:00             ;2016-02-09 00:00:00;2016-02-09 00:00:00
149 ;140,4             ;145             ;2016-02-10 00:00:00             ;2016-02-10 21:00:00;2016-02-10 00:00:00
208 ;137,6             ;158             ;2016-02-11 23:30:00             ;2016-02-11 00:45:00;2016-02-11 00:00:00
344 ;210,75            ;285             ;2016-02-12 23:15:00             ;2016-02-12 00:00:00;2016-02-12 00:00:00
415 ;343,833           ;376             ;2016-02-13 23:15:00             ;2016-02-13 00:00:00;2016-02-13 00:00:00
703 ;414,65            ;556             ;2016-02-14 23:45:00             ;2016-02-14 00:00:00;2016-02-14 00:00:00
920 ;707,82            ;815             ;2016-02-15 23:45:00             ;2016-02-15 00:00:00;2016-02-15 00:00:00
981 ;920,48            ;957             ;2016-02-16 10:30:00             ;2016-02-16 00:00:00;2016-02-16 00:00:00
920 ;827,94            ;853             ;2016-02-17 00:00:00             ;2016-02-17 13:45:00;2016-02-17 00:00:00
833 ;618,48            ;750             ;2016-02-18 00:00:00             ;2016-02-18 23:30:00;2016-02-18 00:00:00
618 ;490,08            ;541             ;2016-02-19 00:00:00             ;2016-02-19 23:30:00;2016-02-19 00:00:00
490 ;464,4             ;472             ;2016-02-20 00:00:00             ;2016-02-20 22:15:00;2016-02-20 00:00:00
464 ;362               ;407             ;2016-02-21 00:00:00             ;2016-02-21 23:30:00;2016-02-21 00:00:00
366 ;332,933           ;352             ;2016-02-22 00:00:00             ;2016-02-22 23:00:00;2016-02-22 00:00:00
337 ;322,033           ;328             ;2016-02-23 23:30:00             ;2016-02-23 06:00:00;2016-02-23 00:00:00
340 ;322,033           ;333             ;2016-02-24 04:45:00             ;2016-02-24 21:45:00;2016-02-24 00:00:00
322 ;314,767           ;320             ;2016-02-25 00:00:00             ;2016-02-25 22:15:00;2016-02-25 00:00:00
374 ;314,767           ;347             ;2016-02-26 21:45:00             ;2016-02-26 00:00:00;2016-02-26 00:00:00
447 ;374,15            ;415             ;2016-02-27 20:45:00             ;2016-02-27 00:00:00;2016-02-27 00:00:00
657 ;447,28            ;523             ;2016-02-28 23:45:00             ;2016-02-28 00:00:00;2016-02-28 00:00:00
939 ;661,62            ;822             ;2016-02-29 22:30:00             ;2016-02-29 00:00:00;2016-02-29 00:00:00
1041;943,68            ;973             ;2016-03-01 23:15:00             ;2016-03-01 00:00:00;2016-03-01 00:00:00
1259;1045,76           ;1160            ;2016-03-02 23:15:00             ;2016-03-02 00:00:00;2016-03-02 00:00:00
1264;860,28            ;1120            ;2016-03-03 01:15:00             ;2016-03-03 23:45:00;2016-03-03 00:00:00
856 ;730,92            ;760             ;2016-03-04 00:00:00             ;2016-03-04 10:30:00;2016-03-04 00:00:00
846 ;772,5             ;821             ;2016-03-05 17:15:00             ;2016-03-05 00:00:00;2016-03-05 00:00:00
842 ;804,84            ;818             ;2016-03-06 00:00:00             ;2016-03-06 10:45:00;2016-03-06 00:00:00
823 ;809,46            ;814             ;2016-03-07 00:00:00             ;2016-03-07 12:30:00;2016-03-07 00:00:00
828 ;809,46            ;821             ;2016-03-08 12:30:00             ;2016-03-08 00:00:00;2016-03-08 00:00:00
823 ;744,78            ;783             ;2016-03-09 00:00:00             ;2016-03-09 23:45:00;2016-03-09 00:00:00
828 ;744,78            ;778             ;2016-03-10 23:45:00             ;2016-03-10 00:00:00;2016-03-10 00:00:00
1023;827,94            ;906             ;2016-03-11 23:45:00             ;2016-03-11 00:00:00;2016-03-11 00:00:00
1315;1027,2            ;1178            ;2016-03-12 23:45:00             ;2016-03-12 00:00:00;2016-03-12 00:00:00
1357;1314,88           ;1345            ;2016-03-13 08:30:00             ;2016-03-13 00:00:00;2016-03-13 00:00:00
1329;934,4             ;1156            ;2016-03-14 00:00:00             ;2016-03-14 23:45:00;2016-03-14 00:00:00
930 ;726,3             ;801             ;2016-03-15 00:00:00             ;2016-03-15 22:30:00;2016-03-15 00:00:00
722 ;689,34            ;709             ;2016-03-16 00:00:00             ;2016-03-16 22:15:00;2016-03-16 00:00:00
717 ;684,72            ;704             ;2016-03-17 14:00:00             ;2016-03-17 00:00:00;2016-03-17 00:00:00
712 ;684,72            ;699             ;2016-03-18 00:00:00             ;2016-03-18 22:45:00;2016-03-18 00:00:00
685 ;657               ;669             ;2016-03-19 00:00:00             ;2016-03-19 12:30:00;2016-03-19 00:00:00
745 ;661,62            ;694             ;2016-03-20 23:45:00             ;2016-03-20 00:30:00;2016-03-20 00:00:00
773 ;744,78            ;765             ;2016-03-21 09:00:00             ;2016-03-21 00:00:00;2016-03-21 00:00:00
749 ;648,44            ;682             ;2016-03-22 00:00:00             ;2016-03-22 17:15:00;2016-03-22 00:00:00
689 ;648,44            ;675             ;2016-03-23 15:00:00             ;2016-03-23 00:00:00;2016-03-23 00:00:00
675 ;635,6             ;655             ;2016-03-24 00:00:00             ;2016-03-24 22:30:00;2016-03-24 00:00:00
636 ;571,4             ;603             ;2016-03-25 00:00:00             ;2016-03-25 22:45:00;2016-03-25 00:00:00
571 ;528,6             ;549             ;2016-03-26 00:00:00             ;2016-03-26 23:45:00;2016-03-26 00:00:00
529 ;447,28            ;475             ;2016-03-27 00:00:00             ;2016-03-27 19:00:00;2016-03-27 00:00:00
503 ;443               ;465             ;2016-03-28 23:30:00             ;2016-03-28 01:45:00;2016-03-28 00:00:00
618 ;507,2             ;583             ;2016-03-29 15:30:00             ;2016-03-29 00:00:00;2016-03-29 00:00:00
597 ;507,2             ;552             ;2016-03-30 00:00:00             ;2016-03-30 22:30:00;2016-03-30 00:00:00
524 ;502,92            ;514             ;2016-03-31 19:15:00             ;2016-03-31 00:15:00;2016-03-31 00:00:00
550 ;524,32            ;536             ;2016-04-01 23:45:00             ;2016-04-01 00:00:00;2016-04-01 00:00:00
749 ;550               ;642             ;2016-04-02 23:45:00             ;2016-04-02 00:00:00;2016-04-02 00:00:00
786 ;639,88            ;744             ;2016-04-03 06:00:00             ;2016-04-03 23:45:00;2016-04-03 00:00:00
640 ;502,92            ;568             ;2016-04-04 00:00:00             ;2016-04-04 23:30:00;2016-04-04 00:00:00
503 ;472,96            ;486             ;2016-04-05 00:00:00             ;2016-04-05 19:45:00;2016-04-05 00:00:00
503 ;477,24            ;494             ;2016-04-06 12:15:00             ;2016-04-06 00:00:00;2016-04-06 00:00:00
524 ;494,36            ;514             ;2016-04-07 11:15:00             ;2016-04-07 00:00:00;2016-04-07 00:00:00
516 ;451,56            ;484             ;2016-04-08 00:00:00             ;2016-04-08 22:45:00;2016-04-08 00:00:00
469 ;438,95            ;449             ;2016-04-09 23:00:00             ;2016-04-09 07:45:00;2016-04-09 00:00:00
537 ;468,68            ;504             ;2016-04-10 22:30:00             ;2016-04-10 00:00:00;2016-04-10 00:00:00
537 ;464,4             ;515             ;2016-04-11 00:00:00             ;2016-04-11 23:30:00;2016-04-11 00:00:00
464 ;402,5             ;430             ;2016-04-12 00:00:00             ;2016-04-12 23:30:00;2016-04-12 00:00:00
403 ;362               ;386             ;2016-04-13 00:00:00             ;2016-04-13 22:30:00;2016-04-13 00:00:00
362 ;332,933           ;347             ;2016-04-14 00:15:00             ;2016-04-14 23:45:00;2016-04-14 00:00:00
333 ;314,767           ;325             ;2016-04-15 00:00:00             ;2016-04-15 23:15:00;2016-04-15 00:00:00
326 ;307,5             ;315             ;2016-04-16 22:45:00             ;2016-04-16 06:15:00;2016-04-16 00:00:00
329 ;311,133           ;324             ;2016-04-17 03:00:00             ;2016-04-17 21:45:00;2016-04-17 00:00:00
366 ;311,133           ;337             ;2016-04-18 23:15:00             ;2016-04-18 00:00:00;2016-04-18 00:00:00
415 ;370,1             ;404             ;2016-04-19 10:15:00             ;2016-04-19 00:00:00;2016-04-19 00:00:00
394 ;347,467           ;374             ;2016-04-20 00:00:00             ;2016-04-20 21:15:00;2016-04-20 00:00:00
358 ;354,733           ;357             ;2016-04-21 01:30:00             ;2016-04-21 00:00:00;2016-04-21 00:00:00
447 ;354,733           ;392             ;2016-04-22 23:30:00             ;2016-04-22 00:00:00;2016-04-22 00:00:00
473 ;410,6             ;449             ;2016-04-23 05:00:00             ;2016-04-23 23:30:00;2016-04-23 00:00:00
411 ;374,15            ;394             ;2016-04-24 00:00:00             ;2016-04-24 23:45:00;2016-04-24 00:00:00
390 ;362               ;379             ;2016-04-25 06:45:00             ;2016-04-25 23:15:00;2016-04-25 00:00:00
362 ;347,467           ;358             ;2016-04-26 00:00:00             ;2016-04-26 23:45:00;2016-04-26 00:00:00
347 ;303,867           ;327             ;2016-04-27 00:00:00             ;2016-04-27 21:30:00;2016-04-27 00:00:00
308 ;282,067           ;294             ;2016-04-28 00:00:00             ;2016-04-28 22:45:00;2016-04-28 00:00:00
286 ;260,267           ;273             ;2016-04-29 00:30:00             ;2016-04-29 21:15:00;2016-04-29 00:00:00
264 ;240               ;255             ;2016-04-30 02:30:00             ;2016-04-30 18:15:00;2016-04-30 00:00:00
260 ;236,75            ;246             ;2016-05-01 00:15:00             ;2016-05-01 16:15:00;2016-05-01 00:00:00
240 ;217,25            ;232             ;2016-05-02 00:00:00             ;2016-05-02 23:00:00;2016-05-02 00:00:00
221 ;185,2             ;209             ;2016-05-03 03:30:00             ;2016-05-03 23:15:00;2016-05-03 00:00:00
188 ;171,2             ;181             ;2016-05-04 00:00:00             ;2016-05-04 20:15:00;2016-05-04 00:00:00
